base_name,strain,gene,allele,zenodo_id,timestamp,amplitude_ratio,amplitude_ratio_forward,amplitude_ratio_backward
N2 on food R_2010_01_11__11_37_05___4___1,N2,-N/A-,-N/A-,1007927,2010-01-11 11:37,0.726521,0.72559,0.739491
N2 on food R_2010_01_12__10_38_59___1___1,N2,-N/A-,-N/A-,1029866,2010-01-12 10:38,0.654415,0.696649,0.648009
N2 on food R_2010_01_12__10_39_45___2___1,N2,-N/A-,-N/A-,1014336,2010-01-12 10:39,0.566788,0.648346,0.601432
N2 on food R_2010_01_12__10_39_50___6___1,N2,-N/A-,-N/A-,1003993,2010-01-12 10:39,0.736398,0.72687,0.744999
N2 on food R_2010_01_12__10_41_16___7___1,N2,-N/A-,-N/A-,1011832,2010-01-12 10:41,0.703497,0.68828,0.707465
N2 on food R_2010_01_13__10_32_43___1___1,N2,-N/A-,-N/A-,1027668,2010-01-13 10:32,0.703155,0.681183,0.710777
N2 on food R_2010_01_13__10_33_29___6___1,N2,-N/A-,-N/A-,1004053,2010-01-13 10:33,0.707762,0.715074,0.729793
N2 on food R_2010_01_13__10_34_41___8___1,N2,-N/A-,-N/A-,1027777,2010-01-13 10:34,0.645031,0.688361,0.704323
N2 on food R_2010_01_14__10_31_13___1___1,N2,-N/A-,-N/A-,1029073,2010-01-14 10:31,0.689108,0.700581,0.709867
N2 on food R_2010_01_14__10_32_05___6___1,N2,-N/A-,-N/A-,1004185,2010-01-14 10:32,0.725919,0.739401,0.73776
N2 on food R_2010_01_14__10_32_32___4___1,N2,-N/A-,-N/A-,1008209,2010-01-14 10:32,0.749809,0.726871,0.69761
N2 on food R_2010_01_20__09_52_15___1___1,N2,-N/A-,-N/A-,1026119,2010-01-20 09:52,0.676838,0.703136,0.689037
N2 on food R_2010_01_20__09_53_03___2___1,N2,-N/A-,-N/A-,1027981,2010-01-20 09:53,0.710644,0.719169,0.712018
N2 on food R_2010_01_21__11_01_19___6___1,N2,-N/A-,-N/A-,1005508,2010-01-21 11:01,0.68063,0.684166,0.696438
N2 on food R_2010_01_21__11_02_47___7___1,N2,-N/A-,-N/A-,1024868,2010-01-21 11:02,0.699123,0.698398,0.704473
N2 on food R_2010_01_21__11_04_33___2___1,N2,-N/A-,-N/A-,1024226,2010-01-21 11:04,0.693908,0.704793,0.716713
N2 on food R_2010_01_22__10_11_09___1___1,N2,-N/A-,-N/A-,1029834,2010-01-22 10:11,0.70098,0.67305,0.701501
N2 on food R_2010_01_22__10_12_00___6___1,N2,-N/A-,-N/A-,1005594,2010-01-22 10:12,0.704353,0.673192,0.701045
N2 on food R_2010_01_22__10_13_13___8___1,N2,-N/A-,-N/A-,1026057,2010-01-22 10:13,0.701271,0.698509,0.719227
N2 on food R_2010_01_25__11_31_40___1___1,N2,-N/A-,-N/A-,1029075,2010-01-25 11:31,0.709259,0.697976,0.69911
N2 on food R_2010_01_25__11_32_28___2___1,N2,-N/A-,-N/A-,1033889,2010-01-25 11:32,0.690375,0.685803,0.685725
N2 on food R_2010_01_26__10_42_42___1___1,N2,-N/A-,-N/A-,1026415,2010-01-26 10:42,0.67589,0.688351,0.66377
N2 on food R_2010_01_26__10_43_30___2___1,N2,-N/A-,-N/A-,1030433,2010-01-26 10:43,0.665616,0.671625,0.679387
N2 on food R_2010_01_28__10_32_17___1___1,N2,-N/A-,-N/A-,1029978,2010-01-28 10:32,0.701952,0.6902,0.717968
N2 on food R_2010_02_19__09_21_32___1___1,N2,-N/A-,-N/A-,1029559,2010-02-19 09:21,0.698653,0.711268,0.718511
N2 on food R_2010_02_19__09_22_57___4___1,N2,-N/A-,-N/A-,1008698,2010-02-19 09:22,0.695323,0.694769,0.710152
N2 on food R_2010_02_19__09_22_57___4___1,N2,-N/A-,-N/A-,128439,2010-02-19 09:22,0.695323,0.694769,0.710152
N2 on food R_2010_02_19__09_23_46___8___1,N2,-N/A-,-N/A-,1028043,2010-02-19 09:23,0.703977,0.685766,0.701592
N2 on food R_2010_02_19__09_24_05___7___1,N2,-N/A-,-N/A-,128453,2010-02-19 09:24,0.704471,0.696089,0.706077
N2 on food R_2010_02_19__09_24_05___7___1,N2,-N/A-,-N/A-,1018357,2010-02-19 09:24,0.704471,0.696089,0.706077
N2 on food R_2010_02_23__09_14_07___4___1,N2,-N/A-,-N/A-,1025082,2010-02-23 09:14,0.701788,0.695485,0.709698
N2 on food R_2010_02_23__09_14_57___8___1,N2,-N/A-,-N/A-,1028685,2010-02-23 09:14,0.655236,0.672994,0.661574
N2 on food R_2010_02_23__09_15_16___7___1,N2,-N/A-,-N/A-,1023489,2010-02-23 09:15,0.713848,0.686628,0.714096
N2 on food R_2010_02_24__09_22_10___1___1,N2,-N/A-,-N/A-,1030834,2010-02-24 09:22,0.714158,0.705425,0.720199
N2 on food R_2010_02_24__09_22_59___2___1,N2,-N/A-,-N/A-,1029284,2010-02-24 09:22,0.714899,0.715505,0.736284
N2 on food R_2010_02_24__09_23_04___6___1,N2,-N/A-,-N/A-,1005760,2010-02-24 09:23,0.6871,0.68015,0.695311
N2 on food R_2010_02_24__09_24_43___7___1,N2,-N/A-,-N/A-,1031162,2010-02-24 09:24,0.687025,0.654465,0.695727
N2 on food R_2010_02_25__09_43_09___2___1,N2,-N/A-,-N/A-,1029898,2010-02-25 09:43,0.715879,0.699537,0.721436
N2 on food R_2010_02_25__09_43_19___6___1,N2,-N/A-,-N/A-,1005908,2010-02-25 09:43,0.711469,0.706129,0.723363
N2 on food R_2010_02_25__09_43_43___4___1,N2,-N/A-,-N/A-,1029846,2010-02-25 09:43,0.710353,0.712886,0.698946
N2 on food R_2010_02_26__08_42_27___1___1,N2,-N/A-,-N/A-,1029459,2010-02-26 08:42,0.685567,0.698667,0.694169
N2 on food R_2010_02_26__08_43_17___2___1,N2,-N/A-,-N/A-,1030479,2010-02-26 08:43,0.705971,0.711349,0.704912
N2 on food R_2010_02_26__08_43_50___4___1,N2,-N/A-,-N/A-,129357,2010-02-26 08:43,0.719553,0.713734,0.728897
N2 on food R_2010_02_26__08_43_50___4___1,N2,-N/A-,-N/A-,1026236,2010-02-26 08:43,0.719553,0.713734,0.728897
N2 on food R_2010_03_04__09_01_37___2___1,N2,-N/A-,-N/A-,1027705,2010-03-04 09:01,0.705815,0.7103,0.719653
N2 on food R_2010_03_04__09_02_12___4___1,N2,-N/A-,-N/A-,1007437,2010-03-04 09:02,0.719082,0.727726,0.740321
N2 on food R_2010_03_04__09_03_02___8___1,N2,-N/A-,-N/A-,1024242,2010-03-04 09:03,0.674316,0.686081,0.703376
N2 on food R_2010_03_04__09_03_23___7___1,N2,-N/A-,-N/A-,1025310,2010-03-04 09:03,0.707331,0.691558,0.714995
N2 on food R_2010_03_05__09_33_49___6___1,N2,-N/A-,-N/A-,1003464,2010-03-05 09:33,0.723623,0.728705,0.716839
N2 on food R_2010_03_05__09_35_10___8___1,N2,-N/A-,-N/A-,1016213,2010-03-05 09:35,0.721338,0.718804,0.708789
N2 on food R_2010_03_09__10_44_12___4___1,N2,-N/A-,-N/A-,1007715,2010-03-09 10:44,0.683801,0.686935,0.694557
N2 on food R_2010_03_11__10_02_37___1___1,N2,-N/A-,-N/A-,1029595,2010-03-11 10:02,0.719523,0.667019,0.738133
N2 on food R_2010_03_11__10_03_28___2___1,N2,-N/A-,-N/A-,1030717,2010-03-11 10:03,0.678123,0.684385,0.680667
N2 on food R_2010_03_11__10_03_46___6___1,N2,-N/A-,-N/A-,1009318,2010-03-11 10:03,0.650984,0.657891,0.66531
N2 on food R_2010_03_11__10_04_01___4___1,N2,-N/A-,-N/A-,1007941,2010-03-11 10:04,0.683384,0.674501,0.684867
N2 on food R_2010_03_11__10_05_06___8___1,N2,-N/A-,-N/A-,1018788,2010-03-11 10:05,0.706708,0.71741,0.705942
N2 on food R_2010_03_12__09_54_13___2___1,N2,-N/A-,-N/A-,1030938,2010-03-12 09:54,0.668592,0.681083,0.689002
N2 on food R_2010_03_12__09_55_04___8___1,N2,-N/A-,-N/A-,1013631,2010-03-12 09:55,0.646898,0.645493,0.662118
N2 on food R_2010_03_12__09_55_25___7___1,N2,-N/A-,-N/A-,1030074,2010-03-12 09:55,0.686046,0.693866,0.708561
N2 on food R_2010_03_17__09_54_49___8___1,N2,-N/A-,-N/A-,1015304,2010-03-17 09:54,0.702251,0.714573,0.705287
N2 on food R_2010_03_17__09_55_10___7___1,N2,-N/A-,-N/A-,1031060,2010-03-17 09:55,0.675084,0.705042,0.688755
N2 on food R_2010_03_18__10_13_42___2___1,N2,-N/A-,-N/A-,1031114,2010-03-18 10:13,0.6883,0.684829,0.670949
N2 on food R_2010_03_18__10_15_09___8___1,N2,-N/A-,-N/A-,1020377,2010-03-18 10:15,0.691236,0.726596,0.68596
N2 on food R_2010_03_19__08_53_41___6___1,N2,-N/A-,-N/A-,1005294,2010-03-19 08:53,0.711613,0.707312,0.735877
N2 on food R_2010_03_19__08_54_10___4___1,N2,-N/A-,-N/A-,1008704,2010-03-19 08:54,0.69611,0.69642,0.702028
N2 on food R_2010_03_19__08_55_04___8___1,N2,-N/A-,-N/A-,1011894,2010-03-19 08:55,0.686557,0.661318,0.706361
N2 on food R_2010_03_19__08_55_25___7___1,N2,-N/A-,-N/A-,1013543,2010-03-19 08:55,0.698138,0.700121,0.701748
N2 on food R_2010_03_25__10_52_53___2___1,N2,-N/A-,-N/A-,1023804,2010-03-25 10:52,0.680602,0.633062,0.710708
N2 on food R_2010_03_25__10_52_59___6___1,N2,-N/A-,-N/A-,1005922,2010-03-25 10:52,0.696612,0.693245,0.697728
N2 on food R_2010_03_25__10_53_27___4___1,N2,-N/A-,-N/A-,1028059,2010-03-25 10:53,0.683264,0.691021,0.666391
N2 on food R_2010_03_26__10_12_10___1___1,N2,-N/A-,-N/A-,1031414,2010-03-26 10:12,0.658015,0.660217,0.669703
N2 on food R_2010_03_26__10_13_11___6___1,N2,-N/A-,-N/A-,1006021,2010-03-26 10:13,0.680377,0.667832,0.700685
N2 on food R_2010_03_26__10_14_33___8___1,N2,-N/A-,-N/A-,1020853,2010-03-26 10:14,0.664868,0.659747,0.684812
N2 on food R_2010_03_26__10_14_56___7___1,N2,-N/A-,-N/A-,1030739,2010-03-26 10:14,0.679586,0.69127,0.678856
N2 on food R_2010_03_30__11_23_25___1___1,N2,-N/A-,-N/A-,128641,2010-03-30 11:23,0.663349,0.634542,0.666455
N2 on food R_2010_03_30__11_23_25___1___1,N2,-N/A-,-N/A-,1031388,2010-03-30 11:23,0.663349,0.634542,0.666455
N2 on food R_2010_03_30__11_24_23___6___1,N2,-N/A-,-N/A-,1006121,2010-03-30 11:24,0.701561,0.700626,0.709998
N2 on food R_2010_03_31__10_53_03___1___1,N2,-N/A-,-N/A-,1028199,2010-03-31 10:53,0.686973,0.69899,0.685548
N2 on food R_2010_03_31__10_54_30___4___1,N2,-N/A-,-N/A-,1031042,2010-03-31 10:54,0.705068,0.708768,0.689682
N2 on food R_2010_03_31__10_54_38___2___1,N2,-N/A-,-N/A-,1023872,2010-03-31 10:54,0.716477,0.717109,0.700291
N2 on food R_2010_03_31__10_55_26___8___1,N2,-N/A-,-N/A-,1026139,2010-03-31 10:55,0.679966,0.681134,0.700936
N2 on food R_2010_04_08__11_24_26___4___1,N2,-N/A-,-N/A-,1007661,2010-04-08 11:24,0.693256,0.68934,0.716592
N2 on food R_2010_04_09__10_22_52___1___1,N2,-N/A-,-N/A-,1029340,2010-04-09 10:22,0.714747,0.719924,0.690341
N2 on food R_2010_04_09__10_24_20___4___1,N2,-N/A-,-N/A-,1007719,2010-04-09 10:24,0.730254,0.731184,0.706705
N2 on food R_2010_04_09__10_25_42___7___1,N2,-N/A-,-N/A-,1015276,2010-04-09 10:25,0.689573,0.693382,0.705642
N2 on food R_2010_04_13__10_24_52___6___1,N2,-N/A-,-N/A-,1004069,2010-04-13 10:24,0.680084,0.73413,0.723145
N2 on food R_2010_04_14__09_57_57___6___1,N2,-N/A-,-N/A-,1004205,2010-04-14 09:57,0.6238,0.648801,0.636404
N2 on food R_2010_04_14__09_59_45___7___1,N2,-N/A-,-N/A-,1028222,2010-04-14 09:59,0.6808,0.709309,0.711887
N2 on food R_2010_04_15__10_09_00___4___1,N2,-N/A-,-N/A-,1008352,2010-04-15 10:09,0.700512,0.702051,0.701383
N2 on food R_2010_04_16__10_17_25___6___1,N2,-N/A-,-N/A-,1004873,2010-04-16 10:17,0.728895,0.728964,0.74023
N2 on food R_2010_04_16__10_17_51___4___1,N2,-N/A-,-N/A-,1008451,2010-04-16 10:17,0.73657,0.74296,0.721302
N2 on food R_2010_04_20__09_51_08___1___1,N2,-N/A-,-N/A-,1011094,2010-04-20 09:51,0.683025,0.7002,0.681589
N2 on food R_2010_04_21__10_27_24___1___1,N2,-N/A-,-N/A-,1031012,2010-04-21 10:27,0.697598,0.692091,0.709793
N2 on food R_2010_04_21__10_28_19___2___1,N2,-N/A-,-N/A-,1031668,2010-04-21 10:28,0.699461,0.708247,0.686045
N2 on food R_2010_04_21__10_28_54___4___1,N2,-N/A-,-N/A-,1030009,2010-04-21 10:28,0.705871,0.707418,0.712727
N2 on food R_2010_04_22__09_28_35___2___1,N2,-N/A-,-N/A-,1030870,2010-04-22 09:28,0.692376,0.708102,0.671566
N2 on food R_2010_04_22__09_29_10___4___1,N2,-N/A-,-N/A-,1021285,2010-04-22 09:29,0.694623,0.702917,0.709333
N2 on food R_2010_04_22__09_30_35___7___1,N2,-N/A-,-N/A-,1030221,2010-04-22 09:30,0.704719,0.709997,0.707708
N2 on food R_2010_04_29__10_48_42___6___1,N2,-N/A-,-N/A-,1006090,2010-04-29 10:48,0.723656,0.700675,0.72505
N2 on food R_2010_04_29__10_49_23___4___1,N2,-N/A-,-N/A-,1023191,2010-04-29 10:49,0.682708,0.67833,0.692921
N2 on food R_2010_04_29__10_50_10___8___1,N2,-N/A-,-N/A-,1014567,2010-04-29 10:50,0.680989,0.685763,0.710116
N2 on food R_2010_05_11__11_03_04___1___1,N2,-N/A-,-N/A-,1031224,2010-05-11 11:03,0.685418,0.691028,0.667876
N2 on food R_2010_05_11__11_03_04___1___1,N2,-N/A-,-N/A-,129933,2010-05-11 11:03,0.685418,0.691028,0.667876
N2 on food R_2010_05_11__11_04_03___2___1,N2,-N/A-,-N/A-,1029948,2010-05-11 11:04,0.694312,0.673576,0.674265
N2 on food R_2010_05_11__11_04_39___4___1,N2,-N/A-,-N/A-,1007970,2010-05-11 11:04,0.700674,0.690734,0.716077
N2 on food R_2010_05_11__11_05_42___8___1,N2,-N/A-,-N/A-,1029828,2010-05-11 11:05,0.67907,0.694655,0.666623
N2 on food R_2010_05_13__10_12_26___1___1,N2,-N/A-,-N/A-,1030745,2010-05-13 10:12,0.737257,0.684409,0.71994
N2 on food R_2010_05_13__10_13_58___4___1,N2,-N/A-,-N/A-,1008137,2010-05-13 10:13,0.703369,0.718173,0.705811
N2 on food R_2010_05_13__10_13_58___4___1,N2,-N/A-,-N/A-,128345,2010-05-13 10:13,0.703369,0.718173,0.705811
N2 on food R_2010_05_14__10_08_37___2___1,N2,-N/A-,-N/A-,128863,2010-05-14 10:08,0.703837,0.69681,0.705078
N2 on food R_2010_05_14__10_08_37___2___1,N2,-N/A-,-N/A-,1029826,2010-05-14 10:08,0.703837,0.69681,0.705078
N2 on food R_2010_05_14__10_08_47___6___1,N2,-N/A-,-N/A-,1004241,2010-05-14 10:08,0.720762,0.713159,0.722146
N2 on food R_2010_05_14__10_10_19___8___1,N2,-N/A-,-N/A-,1025853,2010-05-14 10:10,0.69964,0.685504,0.680601
N2 on food R_2010_05_18__12_14_44___4___2,N2,-N/A-,-N/A-,1008612,2010-05-18 12:14,0.710226,0.719814,0.691601
N2 on food R_2010_05_18__12_14_44___4___2,N2,-N/A-,-N/A-,129779,2010-05-18 12:14,0.710226,0.719814,0.691601
N2 on food R_2010_05_18__15_23_13___1___4,N2,-N/A-,-N/A-,1030293,2010-05-18 15:23,0.691153,0.686759,0.695604
N2 on food R_2010_05_18__15_24_21___6___4,N2,-N/A-,-N/A-,1005069,2010-05-18 15:24,0.725199,0.72765,0.713425
N2 on food R_2010_05_18__15_24_48___4___4,N2,-N/A-,-N/A-,1008614,2010-05-18 15:24,0.709172,0.728628,0.701295
N2 on food R_2010_05_19__11_23_12___1___1,N2,-N/A-,-N/A-,1026907,2010-05-19 11:23,0.712606,0.701472,0.718479
N2 on food R_2010_05_19__11_24_20___6___1,N2,-N/A-,-N/A-,1019820,2010-05-19 11:24,0.679448,0.677744,0.688073
N2 on food R_2010_05_20__11_12_48___1___1,N2,-N/A-,-N/A-,1030759,2010-05-20 11:12,0.719686,0.693,0.723114
N2 on food R_2010_05_20__11_15_54___7___1,N2,-N/A-,-N/A-,1030259,2010-05-20 11:15,0.632546,0.680813,0.662905
N2 on food R_2010_05_20__12_13_09___1___4,N2,-N/A-,-N/A-,1026645,2010-05-20 12:13,0.698305,0.711169,0.700747
N2 on food R_2010_05_20__12_14_44___4___4,N2,-N/A-,-N/A-,1023732,2010-05-20 12:14,0.689201,0.694395,0.691761
N2 on food R_2010_06_15__10_24_16___1___1,N2,-N/A-,-N/A-,1030984,2010-06-15 10:24,0.68243,0.679358,0.685795
N2 on food R_2010_06_15__10_24_16___1___1,N2,-N/A-,-N/A-,128697,2010-06-15 10:24,0.68243,0.679358,0.685795
N2 on food R_2010_06_15__10_28_03___2___1,N2,-N/A-,-N/A-,1020064,2010-06-15 10:28,0.663631,0.654395,0.65071
N2 on food R_2010_07_08__10_24_10___2___1,N2,-N/A-,-N/A-,1018247,2010-07-08 10:24,0.686794,0.715104,0.700533
N2 on food R_2010_07_08__10_26_03___8___1,N2,-N/A-,-N/A-,1019062,2010-07-08 10:26,0.688693,0.666732,0.669667
N2 on food R_2010_07_08__10_26_32___7___1,N2,-N/A-,-N/A-,1025222,2010-07-08 10:26,0.697081,0.695381,0.678255
N2 on food R_2010_07_09__10_44_28___2___1,N2,-N/A-,-N/A-,1024458,2010-07-09 10:44,0.708199,0.682081,0.693397
N2 on food R_2010_07_09__10_44_46___6___1,N2,-N/A-,-N/A-,1003739,2010-07-09 10:44,0.635265,0.596817,0.598017
N2 on food R_2010_07_09__10_46_49___7___1,N2,-N/A-,-N/A-,1026061,2010-07-09 10:46,0.733117,0.699419,0.740259
N2 on food R_2010_07_13__10_05_59___7___1,N2,-N/A-,-N/A-,1030154,2010-07-13 10:05,0.684312,0.696687,0.680959
N2 on food R_2010_07_15__10_47_37___1___1,N2,-N/A-,-N/A-,1031174,2010-07-15 10:47,0.706212,0.707709,0.701361
N2 on food R_2010_07_15__10_51_04___7___1,N2,-N/A-,-N/A-,1033881,2010-07-15 10:51,0.707235,0.691174,0.700933
N2 on food R_2010_07_16__10_24_05___1___1,N2,-N/A-,-N/A-,1031180,2010-07-16 10:24,0.701634,0.708683,0.685804
N2 on food R_2010_07_16__10_25_28___6___1,N2,-N/A-,-N/A-,1004907,2010-07-16 10:25,0.686705,0.696021,0.686284
N2 on food R_2010_07_16__10_25_49___4___1,N2,-N/A-,-N/A-,1008473,2010-07-16 10:25,0.718088,0.716174,0.715705
N2 on food R_2010_07_22__11_03_27___1___1,N2,-N/A-,-N/A-,1023020,2010-07-22 11:03,0.677347,0.690364,0.689527
N2 on food R_2010_07_23__10_16_48___7___1,N2,-N/A-,-N/A-,1023201,2010-07-23 10:16,0.717968,0.714736,0.728163
N2 on food R_2010_07_29__10_55_03___4___1,N2,-N/A-,-N/A-,1022077,2010-07-29 10:55,0.698752,0.700063,0.699539
N2 on food R_2010_07_29__10_56_20___8___1,N2,-N/A-,-N/A-,128813,2010-07-29 10:56,0.677734,0.634234,0.694816
N2 on food R_2010_07_29__10_56_20___8___1,N2,-N/A-,-N/A-,1015942,2010-07-29 10:56,0.677734,0.634234,0.694816
N2 on food R_2010_08_03__10_15_12___2___1,N2,-N/A-,-N/A-,1017316,2010-08-03 10:15,0.694367,0.705002,0.699858
N2 on food R_2010_08_03__10_15_45___6___1,N2,-N/A-,-N/A-,1003344,2010-08-03 10:15,0.693068,0.702391,0.700814
N2 on food R_2010_08_05__10_43_59___1___1,N2,-N/A-,-N/A-,1020445,2010-08-05 10:43,0.715332,0.698068,0.690327
N2 on food R_2010_08_05__10_45_49___4___1,N2,-N/A-,-N/A-,1007529,2010-08-05 10:45,0.713671,0.710288,0.722397
N2 on food R_2010_08_05__10_47_04___8___1,N2,-N/A-,-N/A-,1018219,2010-08-05 10:47,0.692302,0.68548,0.68188
N2 on food R_2010_08_06__10_55_07___6___1,N2,-N/A-,-N/A-,1003533,2010-08-06 10:55,0.687337,0.713417,0.698445
N2 on food R_2010_08_06__10_56_46___8___1,N2,-N/A-,-N/A-,1014446,2010-08-06 10:56,0.672998,0.689951,0.693851
N2 on food R_2010_08_19__10_53_45___1___1,N2,-N/A-,-N/A-,1015801,2010-08-19 10:53,0.710915,0.713302,0.703374
N2 on food R_2010_08_19__10_55_18___6___1,N2,-N/A-,-N/A-,1005334,2010-08-19 10:55,0.636642,0.658997,0.642582
N2 on food R_2010_08_19__10_57_29___7___1,N2,-N/A-,-N/A-,1011991,2010-08-19 10:57,0.642186,0.638469,0.682124
N2 on food R_2010_08_20__10_16_59___8___1,N2,-N/A-,-N/A-,1016250,2010-08-20 10:16,0.723753,0.726492,0.717747
N2 on food R_2010_08_20__10_17_31___7___1,N2,-N/A-,-N/A-,1015964,2010-08-20 10:17,0.733192,0.707063,0.718125
N2 on food R_2010_09_09__10_05_31___6___1,N2,-N/A-,-N/A-,1003776,2010-09-09 10:05,0.650966,0.672197,0.650862
N2 on food R_2010_09_10__11_24_26___1___1,N2,-N/A-,-N/A-,1020529,2010-09-10 11:24,0.673144,0.659481,0.65109
N2 on food R_2010_09_10__11_24_26___1___1,N2,-N/A-,-N/A-,129767,2010-09-10 11:24,0.673144,0.659481,0.65109
N2 on food R_2010_09_10__11_25_42___2___1,N2,-N/A-,-N/A-,130315,2010-09-10 11:25,0.70511,0.699509,0.714048
N2 on food R_2010_09_10__11_25_42___2___1,N2,-N/A-,-N/A-,1019315,2010-09-10 11:25,0.70511,0.699509,0.714048
N2 on food R_2010_09_10__11_26_15___4___1,N2,-N/A-,-N/A-,1007879,2010-09-10 11:26,0.703003,0.708524,0.702953
N2 on food R_2010_09_10__11_28_19___7___1,N2,-N/A-,-N/A-,1013815,2010-09-10 11:28,0.694063,0.676731,0.689003
N2 on food R_2010_09_16__11_25_14___2___1,N2,-N/A-,-N/A-,1018295,2010-09-16 11:25,0.700326,0.717461,0.699576
N2 on food R_2010_09_16__11_25_57___4___1,N2,-N/A-,-N/A-,1008481,2010-09-16 11:25,0.676274,0.670846,0.672196
N2 on food R_2010_09_16__11_28_08___7___1,N2,-N/A-,-N/A-,1025296,2010-09-16 11:28,0.679725,0.692586,0.671987
N2 on food R_2010_09_17__11_13_49___1___1,N2,-N/A-,-N/A-,1014741,2010-09-17 11:13,0.693771,0.677844,0.684245
N2 on food R_2010_09_17__11_15_46___4___1,N2,-N/A-,-N/A-,1021718,2010-09-17 11:15,0.706072,0.713718,0.705038
N2 on food R_2010_09_17__11_17_46___7___1,N2,-N/A-,-N/A-,1014248,2010-09-17 11:17,0.714623,0.733211,0.705887
N2 on food R_2010_09_23__10_55_52___4___1,N2,-N/A-,-N/A-,1017390,2010-09-23 10:55,0.708967,0.719084,0.679888
N2 on food R_2010_09_23__10_57_56___7___1,N2,-N/A-,-N/A-,1013843,2010-09-23 10:57,0.670359,0.673634,0.687676
N2 on food R_2010_09_24__11_14_23___1___1,N2,-N/A-,-N/A-,1017961,2010-09-24 11:14,0.697817,0.678686,0.689605
N2 on food R_2010_09_24__11_15_45___2___1,N2,-N/A-,-N/A-,1016974,2010-09-24 11:15,0.723834,0.724169,0.719586
N2 on food R_2010_09_24__11_16_26___4___1,N2,-N/A-,-N/A-,1020172,2010-09-24 11:16,0.703356,0.709531,0.690908
N2 on food R_2010_09_24__11_18_27___7___1,N2,-N/A-,-N/A-,1013745,2010-09-24 11:18,0.720177,0.725992,0.713671
N2 on food R_2010_09_30__10_25_33___2___1,N2,-N/A-,-N/A-,1019012,2010-09-30 10:25,0.70149,0.708151,0.71114
N2 on food R_2010_09_30__10_26_02___6___1,N2,-N/A-,-N/A-,1006156,2010-09-30 10:26,0.718678,0.719792,0.719876
N2 on food R_2010_09_30__10_27_47___8___1,N2,-N/A-,-N/A-,1018418,2010-09-30 10:27,0.687632,0.649351,0.67578
N2 on food R_2010_09_30__10_28_21___7___1,N2,-N/A-,-N/A-,1012815,2010-09-30 10:28,0.711723,0.683545,0.703659
N2 on food R_2010_10_01__11_43_48___1___1,N2,-N/A-,-N/A-,1020523,2010-10-01 11:43,0.71974,0.71818,0.72031
N2 on food R_2010_10_01__11_44_59___2___1,N2,-N/A-,-N/A-,1022556,2010-10-01 11:44,0.726343,0.727569,0.717533
N2 on food R_2010_10_01__11_47_08___8___1,N2,-N/A-,-N/A-,1019894,2010-10-01 11:47,0.722667,0.724721,0.710046
N2 on food R_2010_10_12__12_35_19___2___2,N2,-N/A-,-N/A-,1016040,2010-10-12 12:35,0.702926,0.734389,0.708337
N2 on food R_2010_10_14__15_19_43___2___3,N2,-N/A-,-N/A-,1011915,2010-10-14 15:19,0.7137,0.720394,0.711046
N2 on food R_2010_10_14__16_40_54___7___5,N2,-N/A-,-N/A-,1011611,2010-10-14 16:40,0.704825,0.732593,0.697318
N2 on food R_2010_10_15__11_05_46___2___1,N2,-N/A-,-N/A-,1020300,2010-10-15 11:05,0.693038,0.703191,0.706411
N2 on food R_2010_10_15__11_08_34___7___1,N2,-N/A-,-N/A-,1024406,2010-10-15 11:08,0.704008,0.703545,0.705477
N2 on food R_2010_10_15__11_24_13___1___2,N2,-N/A-,-N/A-,1020244,2010-10-15 11:24,0.724724,0.724204,0.712286
N2 on food R_2010_10_15__11_28_16___7___2,N2,-N/A-,-N/A-,1013615,2010-10-15 11:28,0.72567,0.72899,0.692002
N2 on food R_2010_10_15__11_43_44___1___3,N2,-N/A-,-N/A-,1018133,2010-10-15 11:43,0.723402,0.72449,0.70762
N2 on food R_2010_10_15__11_45_24___6___3,N2,-N/A-,-N/A-,1004847,2010-10-15 11:45,0.73203,0.734038,0.71192
N2 on food R_2010_10_15__11_47_11___8___3,N2,-N/A-,-N/A-,1015978,2010-10-15 11:47,0.729694,0.733711,0.715833
N2 on food R_2010_10_15__11_47_46___7___3,N2,-N/A-,-N/A-,1016391,2010-10-15 11:47,0.723877,0.726128,0.710654
N2 on food R_2010_10_15__12_04_40___2___4,N2,-N/A-,-N/A-,1014942,2010-10-15 12:04,0.717487,0.715924,0.712763
N2 on food R_2010_10_15__12_44_08___1___6,N2,-N/A-,-N/A-,1020975,2010-10-15 12:44,0.728098,0.731088,0.709398
N2 on food R_2010_10_15__13_05_51___8___7,N2,-N/A-,-N/A-,128881,2010-10-15 13:05,0.714847,0.717444,0.704026
N2 on food R_2010_10_15__13_05_51___8___7,N2,-N/A-,-N/A-,1019890,2010-10-15 13:05,0.714847,0.717444,0.704026
N2 on food R_2010_10_15__14_56_01___1___8,N2,-N/A-,-N/A-,1017731,2010-10-15 14:56,0.715613,0.712956,0.692114
N2 on food R_2010_10_15__15_00_07___7___8,N2,-N/A-,-N/A-,1033514,2010-10-15 15:00,0.663791,0.695264,0.684595
N2 on food R_2010_10_15__15_15_20___2___9,N2,-N/A-,-N/A-,1013687,2010-10-15 15:15,0.684,0.687893,0.669555
N2 on food R_2010_10_15__15_15_44___6___9,N2,-N/A-,-N/A-,1004849,2010-10-15 15:15,0.732349,0.731303,0.729024
N2 on food R_2010_10_15__15_18_07___7___9,N2,-N/A-,-N/A-,1011756,2010-10-15 15:18,0.728366,0.735479,0.723434
